condition,viability_def,inherit_prob,analysis_set,tolerance,smoothing_window,semantic_info,target_reached
selective,negative_fitness_distribution_entropy,0.1,primary_no_kmeans,0.01,1,0.0,True
selective,negative_fitness_distribution_entropy,0.1,primary_no_kmeans,0.025,1,0.0,True
selective,negative_fitness_distribution_entropy,0.1,primary_no_kmeans,0.05,1,0.0,True
selective,negative_fitness_distribution_entropy,0.1,primary_no_kmeans,0.01,2,0.0,True
selective,negative_fitness_distribution_entropy,0.1,primary_no_kmeans,0.025,2,0.0,True
selective,negative_fitness_distribution_entropy,0.1,primary_no_kmeans,0.05,2,0.0,True
selective,negative_fitness_distribution_entropy,0.1,primary_no_kmeans,0.01,3,0.0,True
selective,negative_fitness_distribution_entropy,0.1,primary_no_kmeans,0.025,3,0.0,True
selective,negative_fitness_distribution_entropy,0.1,primary_no_kmeans,0.05,3,0.0,True
selective,negative_fitness_distribution_entropy,0.1,primary_no_kmeans,0.01,5,0.0,True
selective,negative_fitness_distribution_entropy,0.1,primary_no_kmeans,0.025,5,0.0,True
selective,negative_fitness_distribution_entropy,0.1,primary_no_kmeans,0.05,5,0.0,True
selective,negative_fitness_distribution_entropy,0.2,primary_no_kmeans,0.01,1,0.0,True
selective,negative_fitness_distribution_entropy,0.2,primary_no_kmeans,0.025,1,0.0,True
selective,negative_fitness_distribution_entropy,0.2,primary_no_kmeans,0.05,1,0.0,True
selective,negative_fitness_distribution_entropy,0.2,primary_no_kmeans,0.01,2,0.0,True
selective,negative_fitness_distribution_entropy,0.2,primary_no_kmeans,0.025,2,0.0,True
selective,negative_fitness_distribution_entropy,0.2,primary_no_kmeans,0.05,2,0.0,True
selective,negative_fitness_distribution_entropy,0.2,primary_no_kmeans,0.01,3,0.0,True
selective,negative_fitness_distribution_entropy,0.2,primary_no_kmeans,0.025,3,0.0,True
selective,negative_fitness_distribution_entropy,0.2,primary_no_kmeans,0.05,3,0.0,True
selective,negative_fitness_distribution_entropy,0.2,primary_no_kmeans,0.01,5,0.0,True
selective,negative_fitness_distribution_entropy,0.2,primary_no_kmeans,0.025,5,0.0,True
selective,negative_fitness_distribution_entropy,0.2,primary_no_kmeans,0.05,5,0.0,True
selective,negative_fitness_distribution_entropy,0.3,primary_no_kmeans,0.01,1,0.0,True
selective,negative_fitness_distribution_entropy,0.3,primary_no_kmeans,0.025,1,0.0,True
selective,negative_fitness_distribution_entropy,0.3,primary_no_kmeans,0.05,1,0.0,True
selective,negative_fitness_distribution_entropy,0.3,primary_no_kmeans,0.01,2,0.0,True
selective,negative_fitness_distribution_entropy,0.3,primary_no_kmeans,0.025,2,0.0,True
selective,negative_fitness_distribution_entropy,0.3,primary_no_kmeans,0.05,2,0.0,True
selective,negative_fitness_distribution_entropy,0.3,primary_no_kmeans,0.01,3,0.0,True
selective,negative_fitness_distribution_entropy,0.3,primary_no_kmeans,0.025,3,0.0,True
selective,negative_fitness_distribution_entropy,0.3,primary_no_kmeans,0.05,3,0.0,True
selective,negative_fitness_distribution_entropy,0.3,primary_no_kmeans,0.01,5,0.0,True
selective,negative_fitness_distribution_entropy,0.3,primary_no_kmeans,0.025,5,0.0,True
selective,negative_fitness_distribution_entropy,0.3,primary_no_kmeans,0.05,5,0.0,True
selective,negative_fitness_distribution_entropy,0.4,primary_no_kmeans,0.01,1,0.0,True
selective,negative_fitness_distribution_entropy,0.4,primary_no_kmeans,0.025,1,0.0,True
selective,negative_fitness_distribution_entropy,0.4,primary_no_kmeans,0.05,1,0.0,True
